Stat,Schema,Block device statistics (per device),Caching Agent (CBo) for SNB (HSW) (per socket),Dentry/file/inode cache usage,Home Agent Unit for SNB (HSW) (per socket),InfiniBand usage (sw),Infiniband usage (default),Infiniband usage (ext),Integrated Memory Controller for SNB (HSW) (per socket),Intel Haswell Processor (HSW) (per core),Memory usage (per socket),NFS system usage,NUMA statistics (per socket),Network device usage (per device),Power Control Unit for SNB (HSW) (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,QPI Link Layer for SNB (HSW) (per socket),Ram-backed filesystem usage (per mount),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Scheduler accounting (per CPU),SysV shared memory segment usage,Virtual memory statistics
12:03:51,Standard Deviation,32355641.83506121,858572244452.663,25362.778847927704,13836260869235.176,16784539522.594938,0.0,12169610444.841885,92997117474.95316,6641927018341.782,19352828141.195,0.0,17354917.41634219,43186431.18918642,3255463852317.214,233066.58789363655,14415827.063750105,273376244174.66956,65751038.0,1850584746229.9363,8864247116.3396,375696.12651352334,0.0,170041523.5405252
12:03:51,High,105603072.0,2094431359512.0,58878.0,32383419110486.0,40682393376.0,0.0,40682393312.0,283260538441.0,17783334878583.0,68349968384.0,0.0,36823135.0,207273783.0,9134654025070.0,628592.0,41201914.0,584671789682.0,131502080.0,4548609233982.0,21544692054.0,1091645.0,0.0,578493924.0
12:03:51,Low,0.0,83611791986.0,1728.0,354632061295.0,3194364.0,0.0,0.0,0.0,7224226295.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,40994088.0,0.0,0.0,0.0,0.0
12:13:51,Overall Average,14443392.363636365,634253806610.75,23338.0,8811876127135.0,12830682475.25,0.0,5134665523.9,174858435550.2,4414174878516.454,9037051392.0,0.0,12853883.666666664,11704037.347826088,2177926917561.3333,192634.53333333333,6186767.857142857,315887526985.0,65751042.0,2740241106226.0,11365315105.333334,188558.0,0.0,75381999.80952379
12:13:51,Standard Deviation,32601342.231233645,895202430682.0519,25347.72357957745,14487308632223.973,17767142885.596363,0.0,12874562654.81581,96772323569.76004,6967015579703.1045,21117476118.3249,0.0,18174458.508050714,43993448.81169116,3413408046577.959,233066.58789363655,15141037.20439798,284289427760.4581,65751038.0,1930412879232.97,10669386707.709743,393642.08329213405,0.0,177812842.44676882
12:13:51,High,105603072.0,2183647912968.0,58934.0,33904070905465.0,43047674028.0,0.0,43047674028.0,294766219481.0,18659122587777.0,68349968384.0,0.0,38561651.0,210925571.0,9578793938510.0,628592.0,43274578.0,608026135004.0,131502080.0,4743629391572.0,25643083390.0,1143780.0,0.0,601849322.0
12:13:51,Low,0.0,87085462359.0,1872.0,368693256926.0,3341580.0,0.0,0.0,0.0,7495082583.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,42642722.0,0.0,0.0,0.0,0.0
12:23:51,Overall Average,14645291.363636365,667347125694.25,23289.66666666667,9225363344389.5,13485984349.5,0.0,5396904827.4,184624286125.8,4608080893858.0,9117725696.0,0.0,13433041.0,12085892.173913045,2272062071520.6665,192634.53333333333,6493506.285714285,333309899748.5,65751042.0,2881949880313.25,11393496418.0,197128.42857142855,0.0,78700610.80952379
12:23:51,Standard Deviation,32846777.14003419,941495652527.6058,25353.875605560228,15160698998954.635,18653362643.473816,0.0,13520404919.578571,102177251407.88516,7265495371684.168,20843983872.46664,0.0,18993509.92996181,45254037.60650042,3562324902277.1416,233066.58789363655,15892177.260671625,300188633724.5029,65751038.0,2029418543635.236,10696858613.260063,411141.95362076827,0.0,186696440.23994967
12:23:51,High,105603072.0,2296846411975.0,58888.0,35483868099339.0,45202910356.0,0.0,45202910356.0,311200260337.0,19452119566094.0,68349968384.0,0.0,40299123.0,216673221.0,9996869553284.0,628592.0,45421226.0,641689883132.0,131502080.0,4988626230411.0,25708559765.0,1194685.0,0.0,633655244.0
12:23:51,Low,0.0,91675175332.0,1776.0,389007016297.0,3515261.0,0.0,0.0,0.0,7824174230.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,44529172.0,0.0,0.0,0.0,0.0
12:33:51,Overall Average,14858358.181818182,701849739735.0,23373.0,9632414928396.0,13928411094.25,0.0,5573959677.9,194591574849.6,4815462899886.546,9037517568.0,0.0,13908012.0,12445708.43478261,2371552702549.1665,192634.53333333333,6733454.428571427,350970861487.25,65751042.0,3029648002824.5,11422346851.0,205699.1428571429,0.0,80899587.57142857
12:33:51,Standard Deviation,33117167.78466449,990000624353.204,25324.863606082203,15822487208569.922,19285784988.74032,0.0,13975259503.927326,107704071182.62094,7588823037439.451,21117385146.78537,0.0,19665217.158619124,46438630.9465386,3728872972255.846,233066.58789363655,16479285.669493046,316347502795.8722,65751038.0,2133169826156.1785,10725184543.058348,429786.77755218797,0.0,192388129.44828224
12:33:51,High,105603072.0,2415289723406.0,58943.0,37037131288395.0,46727700516.0,0.0,46727700516.0,327996916445.0,20315821591111.0,68349968384.0,0.0,41724036.0,222057190.0,10464424056645.0,628592.0,47099290.0,675754271333.0,131502080.0,5244473477305.0,25775966084.0,1248774.0,0.0,653260079.0
12:33:51,Low,0.0,96402703425.0,1968.0,409425887813.0,3615562.0,0.0,0.0,0.0,8210273429.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,46369384.0,0.0,0.0,0.0,0.0
12:43:51,Overall Average,15060622.909090908,726438361470.75,23324.33333333333,10030747063814.75,14583364601.75,0.0,5836062769.2,201032717302.4,5012294375864.546,9124701952.0,0.0,14508916.333333336,12720721.826086955,2464368648329.333,192634.53333333333,7038149.857142857,362854330445.0,65751042.0,3136543069022.5,11449461312.0,214269.7142857143,0.0,84203464.57142857
12:43:51,Standard Deviation,33384397.14366053,1024847520836.8396,25330.493143420816,16483473301373.14,20171061907.323586,0.0,14620496915.151247,111259541490.67093,7902903872344.76,20831490040.86289,0.0,20515023.132359453,47329897.19542866,3880067235075.05,233066.58789363655,17225244.215980895,326715186419.5573,65751038.0,2208690019808.4795,10752724827.632185,447297.43306845904,0.0,201330316.96744025
12:43:51,High,105603072.0,2500197582348.0,58896.0,38580309832847.0,48880832772.0,0.0,48880832772.0,338826418155.0,21157802771570.0,68349968384.0,0.0,43526749.0,226070440.0,10889213687905.0,628592.0,49231203.0,698370042442.0,131502080.0,5429384957804.0,25841026083.0,1299693.0,0.0,685154975.0
12:43:51,Low,0.0,99802515925.0,1872.0,423259045865.0,3806595.0,0.0,0.0,0.0,8487041523.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,48062406.0,0.0,0.0,0.0,0.0
12:53:04,Overall Average,15513872.909090908,762411911168.0,22830.66666666667,10415402271259.75,15028167797.5,0.0,6014069078.8,211857293840.6,5199905080525.182,8660441088.0,0.0,14997492.0,13109384.739130436,2555411274452.5,192634.53333333333,7271218.571428573,381978517743.25,0.5,3289526474513.5,12820769367.0,222179.7142857143,0.0,86790024.47619048
12:53:04,Standard Deviation,34362368.09286783,1075195995777.0052,25314.400662249318,17102691328440.975,20805140089.95512,0.0,15076833330.131174,117261551872.63617,8190188528553.727,21849678948.44721,0.0,21205970.62083743,48621416.24796332,4030394290579.633,233066.58789363655,17795629.368932053,344309704833.49304,0.5,2315439171857.019,12592828980.754234,464259.7907679689,0.0,207421342.5624334
12:53:04,High,108564480.0,2623294762007.0,58358.0,40037435961362.0,50410259256.0,0.0,50410259256.0,357061090167.0,21921912817000.0,68349968384.0,0.0,44992476.0,231949393.0,11310291541602.0,628592.0,50861424.0,735331279343.0,1.0,5694059263269.0,29935822062.0,1348937.0,0.0,704770562.0
12:53:04,Low,0.0,104761174272.0,1248.0,445501640897.0,3912247.0,0.0,0.0,0.0,8955558768.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49872090.0,0.0,0.0,0.0,0.0
